example_id,domain_label,text,is_boundary_example,cross_domain_hint,split,source,contributor,added_for_version,completion
telecom-0276,telecom,How does a UE determine the need to transmit sidelink SSB when not synchronized to GNSS?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP TS 38.331, when a UE is not synchronized to GNSS, it can initiate sidelink SSB transmission based on the sidelink synchronization procedure. The UE will attempt to synchronize with other UEs on the sidelink channel. If synchronization fails, the UE can still transmit SSB as a discovery signal to initiate synchronization with other UEs, thereby ensuring network coverage and connection establishment."
telecom-0277,telecom,What are the measurement requirements for the User Equipment (UE) regarding CSI-RS for Beam Failure Detection (BFD) in Frequency Range 1 (FR1)?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For Beam Failure Detection (BFD) using CSI-RS in Frequency Range 1 (FR1), according to 3GPP TS 38.101, UE must periodically measure the received power of CSI-RS signals on all beams. The UE shall report the measurement results to the gNB for BFD decision making. If the received power falls below a predefined threshold, it is considered a beam failure. The specific measurement and reporting procedures are defined in 3GPP TS 38.213 and 38.101, respectively."
telecom-0278,telecom,What actions must the UE take upon receiving a Positioning Measurement Gap Activation/Deactivation Command from the network?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"Upon receiving a Positioning Measurement Gap Activation/Deactivation Command, the UE must suspend or resume its measurements according to the command's instructions. If activated, the UE must stop all non-positioning measurements and begin or continue positioning measurements (e.g., ranging, time of arrival) during the gap. If deactivated, the UE must stop positioning measurements and resume regular measurements. This behavior is defined in 3GPP TS 38.331, Section 8.4.2, on Positioning Measurement Gaps."
telecom-0279,telecom,What are the new network signalling values specified for the APT 600 MHz band?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The APT (Advanced Public Transport) 600 MHz band is not a standard 3GPP defined band, and there are no specific network signalling values defined for this frequency band within 3GPP specifications. If you are referring to a specific network or deployment, please clarify."
telecom-0280,telecom,What is the purpose of the PDCP SN Length information element in the context of a bearer configuration?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The PDCP SN Length information element is used in the bearer configuration to specify the length (in bits) of the PDCP sequence number (SN). This parameter is critical for correctly handling packet reassembly and detection of missing or out-of-order packets. The SN length is defined in 3GPP TS 38.331, section 5.2.1, and it influences the maximum number of packets that can be transmitted before sequence numbers wrap around."
telecom-0281,telecom,What are the initial conditions required for testing the UE occupied bandwidth under the 2UL CA configuration?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For 2UL Carrier Aggregation (CA) configuration, the UE must be initially in a cell with sufficient resources to support the CA. The initial conditions include: UE being in a connected state, the serving cell bandwidth supporting the CA configuration, and the presence of at least two carrier frequencies within the UE’s supported bands. These conditions are defined in 3GPP TS 38.321, section 5.4.2."
telecom-0282,telecom,What are the requirements for uplink carriers in inter-band carrier aggregation when one NR band is involved?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In inter-band carrier aggregation involving one NR band, the uplink carriers must meet the requirements defined in 3GPP TS 38.321, Section 5.3.3. This includes ensuring that the uplink carriers have compatible frequency ranges, modulation schemes, and power levels to allow for seamless aggregation and transmission over the inter-band configuration. Additionally, synchronization and timing requirements must be met to maintain coherency between the carriers."
telecom-0283,telecom,What is the significance of the first path PRS-RSRP measurement in the context of Clause 10.1.38.2?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP TS 38.101, Clause 10.1.38.2 details the procedure for reporting PRS-RSRP (Primary Synchronization Signal Reference Signal Received Power) measurements. The first path PRS-RSRP measurement is significant because it establishes the initial reference point for network evaluation. This measurement enables the network to determine the initial strength and quality of the signal received from the serving cell, which is essential for accurate interference assessment and network performance analysis."
telecom-0284,telecom,What are the key characteristics of the OFDM-based waveform supported in the specification?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The OFDM-based waveform in 3GPP 5G NR (New Radio) is characterized by its use of orthogonal frequency division multiplexing, which provides high spectral efficiency and robustness against multipath propagation. Key features include cyclic prefix insertion, subcarrier spacing of 15 kHz, and support for flexible bandwidths ranging from 1.4 MHz to 100 MHz. This waveform is defined in detail in 3GPP TS 38.211."
telecom-0285,telecom,How do the RF core requirements apply to UEs that support both SSB and CSI-RS based beam correspondence?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The RF core requirements for UEs supporting both SSB and CSI-RS based beam correspondence are defined in 3GPP TS 38.213, Section 5.2.2. The UE must be capable of performing beam measurement and beam tracking using both SSB and CSI-RS signals, ensuring accurate beam selection and tracking for improved link reliability and throughput. The RF core must support the necessary signal processing and timing for these beam-based procedures."
telecom-0286,telecom,What is the definition of carrier leakage in the context of 3GPP specifications?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP specifications, carrier leakage refers to the unwanted presence of a carrier signal in a frequency band where it is not supposed to exist. This can occur due to imperfections in filtering or transmission systems, leading to signal interference and degraded performance. The concept is addressed in 3GPP TS 38.211, specifically in the section discussing frequency domain channel estimation and interference mitigation."
telecom-0287,telecom,What are the out-of-band blocking requirements for SUL operation in relation to downlink bands?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For SUL operation in 5G NR, the out-of-band blocking requirement is defined in 3GPP TS 38.101, section 6.3.1. The SUL band must be sufficiently isolated from the downlink band to avoid interference, typically through a blocking requirement of at least 45 dB. The exact values and procedures may vary depending on the specific band and deployment scenario."
telecom-0288,telecom,How does the CA_n41-n78 configuration ensure that no IMD interference falls into the receiver (Rx)?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In the CA_n41-n78 configuration, the downlink frequency bands are n41 (700 MHz), n78 (3900 MHz), and n70 (3500 MHz). The frequency separation between these bands (approximately 3 GHz) exceeds the typical IMD (intermodulation distortion) interference threshold, which is generally below 1 GHz. This large gap ensures that the IMD products generated in one band do not fall within the frequency range of the receiver (Rx) operating in another band."
telecom-0289,telecom,Why is the presence of an AWGN signal significant for the dynamic range requirement?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"An AWGN (Additive White Gaussian Noise) signal is significant for dynamic range requirements because it represents the lowest-level signal that a system can reliably detect. In the context of 3GPP 5G NR, the dynamic range must accommodate both the strongest and weakest signals, with AWGN setting the lower limit for meaningful reception. This ensures robustness in environments where signals can vary widely in strength. The specific requirement is defined in 3GPP TS 38.214, Section 5.1.2, which specifies the minimum detectable signal level (MDL) and thus the dynamic range of the system."
telecom-0290,telecom,What specific additional requirements are in place for BS type 1-O operating in Band n20 concerning DTT protection?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"For BS type 1-O operating in Band n20, additional DTT protection requirements are stipulated in 3GPP TS 38.901, Section 8.2.1.3 (DTS (Digital Terrestrial Television) protection). This section outlines specific conditions under which protection from DTT signals must be maintained, including power control mechanisms and interference thresholds to ensure adequate signal quality for DTT services."
telecom-0291,telecom,How does the uplink CA configuration relate to the CA_n28A-n77(2A) configuration?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The uplink carrier aggregation (CA) configuration in 3GPP TS 38.101 (Section 5.1.1) defines the aggregation of multiple uplink carriers, while the CA_n28A-n77(2A) configuration refers to the specific downlink aggregation of carriers n28A and n77(2A). These configurations are independent; the uplink CA is not directly related to the downlink CA_n28A-n77(2A) configuration."
telecom-0292,telecom,What is the purpose of scrambling the block of bits in the UE?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The purpose of scrambling the block of bits in the User Equipment (UE) is to prevent interference between different users sharing the same radio resource. This process ensures that the signal appears random to other users and the network, enhancing security and reducing signal interference. In 3GPP specifications, scrambling is defined in TS 38.321, Section 5.1.2, and is performed using a scrambling sequence derived from the UE’s identity."
telecom-0293,telecom,What is the significance of the TAB connector in the context of satellite payload Rx requirements?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The TAB (Terminal Adapter Board) connector is a high-density, small form factor interface used in satellite payload receive (Rx) systems. It enables the connection between the satellite payload and the ground segment, supporting high-frequency RF signals. TAB connectors are critical for maintaining signal integrity and reliability in compact satellite designs, as specified in satellite communication standards and design guidelines (e.g., ESA and NASA standards).

If you need a more specific reference or have additional context about the satellite system, please let me know."
telecom-0294,telecom,What are the minimum performance requirements for IAB type 1-O and IAB type 2-O in relation to PDSCH?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"The 3GPP TS 38.301 (Section 5.3.3) specifies that for IAB (Intelligent Access Point) type 1-O and type 2-O, the performance requirements for PDSCH (Physical Downlink Shared Channel) are defined in terms of minimum data rates and reliability. Specifically, type 1-O and type 2-O must support a minimum PDSCH throughput of 10 Mbps over a 10 MHz bandwidth, with an acceptable outage probability of less than 1%. These requirements ensure that the IABs can provide reliable service to mobile terminals in distributed network scenarios."
telecom-0295,telecom,What are the conditions under which the NR ACLR requirement must be verified?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"NR ACLR (Adjacent Channel Leakage Ratio) requirements must be verified under all conditions specified in 3GPP TS 38.101, Section 8.3.2.1.1, including but not limited to the maximum allowed ACLR value, the power level of the transmitted signal, and the frequency offset between the carrier and adjacent channels. Verification also includes testing under different modulation schemes and coding rates as defined in the relevant procedure."
telecom-0296,telecom,What are the conditions for a cell to be considered detectable in a UTRA FDD scenario when DRX is used?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In a UTRA FDD scenario with DRX, a cell is considered detectable if its signal strength exceeds a configurable detection threshold during the DRX cycle. The detection threshold is typically set as a percentage of the maximum allowed signal strength, and the cell must be within the coverage area and have sufficient signal quality to be reliably detected. For precise threshold values, refer to 3GPP TS 33.222, section 10.2.1.

If you need more details or specific parameter references, let me know."
telecom-0297,telecom,Why is it important for UE to measure SSB for BFD without measurement gaps?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"UE must measure SSB for BFD (Bidirectional Forwarding Detection) without measurement gaps to ensure reliable detection of link failures. According to 3GPP TS 38.331, Section 4.1.2, SSB measurements are critical for detecting physical layer issues in 5G NR. Measurement gaps can introduce delays or omissions in these measurements, potentially leading to undetected link failures and degraded network reliability."
telecom-0298,telecom,How is the T~Indication_interval_BFD~ determined when DRX is used for SSB and CSI-RS based link quality measurements?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"In 3GPP TS 38.331, Section 7.3.2.2, the T~Indication_interval_BFD~ is derived from the DRX cycle period. Specifically, it is set to the DRX cycle period for SSB and CSI-RS measurements. This ensures that link quality indications are sent at intervals consistent with the DRX configuration, optimizing both measurement efficiency and UE power consumption."
telecom-0299,telecom,How does the MAC entity react upon receiving an LBT failure indication from lower layers?,False,,train,3gpp_5g_nr_qa_featherless,washington+featherless,v4-telecom-domain,"When the MAC entity receives an LBT (Listen Before Talk) failure indication from lower layers, it stops transmitting and may initiate a backoff or retransmission procedure, depending on the current transmission state and configured parameters. The exact behavior is specified in 3GPP TS 38.321, Section 6.2.2, which details the MAC layer’s response to LBT failures during contention-based access. This ensures efficient channel access and minimizes collisions in the 5G NR system."
telecom-0300,telecom,What is the primary purpose of the test states in the context of 5GC and RRC protocols?,False,,train,3gpp_5g_nr_qa_adaption,washington+adaption,v4-telecom-domain,"It is important to clarify a key terminology distinction first: **there are no standard operational ""Test States"" defined within the live 3GPP 5G Core (5GC) or Radio Resource Control (RRC) protocol specifications.** In a live network, the system uses specific state machines—such as `RRC_IDLE`, `RRC_INACTIVE`, and `RRC_CONNECTED` for RRC, and `RM-REGISTERED`/`RM-DEREGISTERED` and `CM-CONNECTED`/`CM-IDLE` for the 5GC.

However, the term **""Test States""** is commonly used in the context of Protocol Conformance Testing, manufacturing, and RF validation. In this setting, the primary purpose of test states is to **prepare the User Equipment (UE) or network equipment for validation by forcing it into specific, controlled configurations.** 

Each test state is uniquely identified by a test state ID, which allows for structured and consistent testing. The core objectives of these test states include:

1. **Conformance Certification (GCF/PTCRB):** They precondition the device into a known configuration to verify that it strictly adheres to 3GPP specifications. This ensures test cases are repeatable and validates that equipment from different vendors can successfully transition between states and exchange messages without errors.
2. **Isolation and Deterministic Behavior:** In normal operation, the RRC state machine is highly dynamic. Test states ""freeze"" or bypass certain high-level logic, allowing testers to isolate specific layers (like the physical layer) and force configurations (e.g., specific bandwidths or modulation schemes) to test edge cases without interference from standard network signaling.
3. **Facilitating Non-Signaling Tests:** Many critical RF tests do not require full 5GC signaling overhead. Test states allow the UE to communicate with a simulated gNodeB—often bypassing real SIM card registration—to transmit continuous waves or specific test patterns for measuring transmit power, frequency error, and Error Vector Magnitude (EVM).
4. **Debugging and Development:** Engineers use test states to pause execution, inject specific messages or intentional errors (e.g., corrupted packets), and output internal register values or hidden PHY-layer measurements via diagnostic interfaces to trace protocol bugs.

### Summary
While live 5G networks rely on operational states to balance power saving, mobility, and data transfer, ""Test States"" are used exclusively in testing and engineering environments. Their primary purpose is to isolate, verify, and validate the behavior of the protocol stack and RF hardware under controlled conditions to ensure compliance with 3GPP standards before deployment."
telecom-0301,telecom,What is in-channel selectivity (ICS) and why is it important in wireless communication?,False,,train,3gpp_5g_nr_qa_adaption,washington+adaption,v4-telecom-domain,"**In-Channel Selectivity (ICS)** is a performance metric in wireless communication that measures a receiver's ability to correctly demodulate a desired signal when an interfering signal occupies the exact same frequency channel bandwidth (or resource block) and may have a higher power spectral density.

To understand ICS, it helps to contrast it with Adjacent Channel Selectivity (ACS). While ACS measures how well a receiver rejects interference from a *neighboring* frequency channel—typically using RF front-end filters—ICS measures how well a receiver handles interference *inside its own* assigned channel. Because the interferer occupies the same spectral space, the radio cannot simply filter it out without also removing the desired signal.

### How ICS Works
Since traditional RF filtering cannot remove in-channel interference, the receiver must rely on baseband digital signal processing (DSP), modulation, and coding to distinguish the two. Key mechanisms include:
*   **Processing and Coding Gain:** Utilizing spread spectrum techniques and error correction codes (like Turbo codes or LDPC) to recover data even if parts of the signal are corrupted.
*   **Spatial Separation:** Using Multiple-Input Multiple-Output (MIMO) antennas to distinguish signals based on their spatial direction of arrival.
*   **Interference Cancellation:** Advanced algorithms that estimate the interfering signal and subtract it from the received waveform.
*   **Sub-carrier Isolation:** In OFDM systems, maintaining orthogonality among sub-carriers to prevent Inter-Carrier Interference (ICI) caused by hardware imperfections or Doppler shifts.

### Why is ICS Important?
As the wireless spectrum becomes increasingly crowded, ICS has become a defining factor in network capacity, reliability, and efficiency. 

**1. Enables Frequency Reuse (Network Capacity)**
Cellular networks (4G LTE, 5G) and Wi-Fi rely on frequency reuse to maximize capacity, meaning the same frequencies are used across different geographic areas. At the edge of a cell, a user’s signal is weak, but they may receive a strong signal on the exact same frequency from a neighboring cell (co-channel interference). High ICS allows the receiver to lock onto the weaker desired signal, enabling aggressive frequency reuse without sacrificing connection stability.

**2. Improves Performance in Congested Environments**
In unlicensed bands (e.g., 2.4 GHz), multiple devices often transmit on overlapping frequencies simultaneously. A receiver with poor ICS will see its Bit Error Rate (BER) skyrocket as the channel gets busy. High ICS allows the device to isolate the intended signal from intra-channel noise, reducing packet loss and retransmissions.

**3. Maintains High Throughput and Range**
Modern wireless standards use dense modulation schemes (like 256-QAM or 1024-QAM) to transmit more data per second. These schemes are highly sensitive to noise and require a high Signal-to-Interference-plus-Noise Ratio (SINR). High ICS ensures the receiver can maintain these high-speed modulations even in dense urban settings. Conversely, poor ICS raises the effective noise floor, reducing the device's range and forcing the system to fall back to slower, more robust modulation schemes.

**4. Standardization and Compliance**
Regulatory bodies and standards organizations (such as 3GPP, IEEE, and Bluetooth SIG) define minimum ICS requirements. Manufacturers must test their chips against these standards to ensure devices can coexist in the market without disrupting each other's communications.

### Summary Comparison

| Feature | Adjacent Channel Selectivity (ACS) | In-Channel Selectivity (ICS) |
| :--- | :--- | :--- |
| **Interferer Location** | Neighboring frequency channel | Same frequency channel (or passband) |
| **Primary Defense** | RF Filters (Hardware) | DSP, Coding, Modulation (Software/Algorithm) |
| **Main Challenge** | Filter ""skirt"" steepness | Signal separation & Interference Cancellation |
| **Key Impact** | Prevents bleed-over from neighbors | Enables frequency reuse & high capacity |

In summary, In-Channel Selectivity is a measure of a receiver's ""intelligence"" and focus. As we move toward denser networks and technologies like 6G, ICS is arguably becoming more important than raw receiver sensitivity, because in modern environments, interference is usually a much bigger problem than background thermal noise."
telecom-0302,telecom,What are the requirements for the PDCP-SN Length 18 and HFN for PDCP-SN Length 18 in terms of their values?,False,,train,3gpp_5g_nr_qa_adaption,washington+adaption,v4-telecom-domain,"Based on the **3GPP TS 38.323** specification (5G NR Packet Data Convergence Protocol), the requirements and value constraints for the PDCP Sequence Number (SN) Length 18 and the associated Hyper Frame Number (HFN) are as follows:

### 1. PDCP Sequence Number (SN)
When a Data Radio Bearer (DRB) is configured with an **18-bit SN length** via RRC signaling:
*   **Bit Length:** 18 bits.
*   **Value Range:** Integers from **0 to 262,143** ($2^{18} - 1$).
*   **Behavior:** The SN is included in the PDCP header and increments by 1 for each new PDCP Service Data Unit (SDU). Once it reaches the maximum value (262,143), it wraps around back to 0 (modulo $2^{18}$).

### 2. Hyper Frame Number (HFN)
The HFN is not transmitted over the air; it is maintained internally by the PDCP entity at both the transmitter and receiver to extend the sequence space for security (ciphering and integrity protection).
*   **Bit Length:** **14 bits**. The PDCP COUNT value used for security is always 32 bits. Therefore, the HFN length is derived as 32 - 18 = 14 bits.
*   **Value Range:** Integers from **0 to 16,383** ($2^{14} - 1$).
*   **Behavior:** The HFN increments by 1 every time the PDCP SN wraps around (i.e., transitions from 262,143 back to 0). 

### 3. The PDCP COUNT Value
The combination of the HFN and SN forms the 32-bit COUNT value, which is the input for cryptographic algorithms.
*   **Structure:** `[ HFN (14 bits) | SN (18 bits) ]`
*   **Maximum Value:** $2^{32} - 1$ (4,294,967,295).
*   **Security Requirement:** The COUNT value must **not** wrap around completely during the lifetime of a specific security key. If the HFN reaches its maximum value and wraps, the COUNT repeats, compromising security. Therefore, a key change or handover is required before the HFN exhausts its range.

### Initialization Requirements
Upon establishment or re-establishment of a PDCP entity, the transmit and receive state variables (e.g., `TX_NEXT` and `RX_NEXT`) are typically initialized to 0 (HFN=0, SN=0). During handover scenarios, these values may be adjusted or continued based on RRC reconfiguration messages to maintain synchronization and security continuity.

### Summary Table

| Parameter | Bit Length | Minimum Value | Maximum Value | Modulo |
| :--- | :--- | :--- | :--- | :--- |
| **PDCP SN** | 18 | 0 | 262,143 | $2^{18}$ |
| **HFN** | 14 | 0 | 16,383 | $2^{14}$ |
| **COUNT** | 32 | 0 | 4,294,967,295 | $2^{32}$ |"
telecom-0303,telecom,What are the specified channel bandwidths for NR V2X inter-band concurrent operation in FR1?,False,,train,3gpp_5g_nr_qa_adaption,washington+adaption,v4-telecom-domain,"According to 3GPP specifications (specifically TS 38.101-1 and TS 38.101-5), the specified channel bandwidths for NR V2X (Sidelink/PC5) inter-band concurrent operation in FR1 are:

*   **10 MHz**
*   **20 MHz**
*   **30 MHz**
*   **40 MHz**
*   **50 MHz**
*   **60 MHz**
*   **80 MHz**
*   **100 MHz**

### Key Technical Details:
1.  **Inter-band Concurrent Operation:** This scenario involves a UE operating in two or more frequency bands simultaneously—such as transmitting/receiving V2X Sidelink (PC5) in one band (e.g., the 5.9 GHz ITS band n47) while maintaining a cellular link (Uu) in another band (e.g., n71). The UE must support the listed bandwidths for the Sidelink carrier, subject to specific RF coexistence requirements (like mitigating in-device coexistence interference) and band combination rules.
2.  **Minimum Bandwidth:** Unlike the NR Uu interface, which can support 5 MHz and 15 MHz in FR1, NR Sidelink (V2X) specifies a minimum channel bandwidth of 10 MHz. 
3.  **Practical Application:** While the standard specifies the full list of bandwidths above, practical deployments in certain regulatory domains or specific ITS bands may practically limit usable bandwidths (often to 10, 20, 30, or 40 MHz) based on local spectrum allocations."
telecom-0304,telecom,What triggers the NOTIFICATION CONTROL INDICATION message in the M-NG-RAN node initiated procedure?,False,,train,3gpp_5g_nr_qa_adaption,washington+adaption,v4-telecom-domain,"Based on 3GPP specifications, the **NOTIFICATION CONTROL INDICATION** message in the M-NG-RAN node initiated procedure is triggered to communicate changes in the ability to fulfill QoS requirements for specific bearers. The triggers depend on whether the message is being sent over the NG interface to the AMF or over the Xn interface to the S-NG-RAN node.

### 1. Triggers over the NG Interface (to the AMF)
The M-NG-RAN node sends this message to the AMF when it detects a change in its ability to satisfy the QoS targets (e.g., Packet Delay Budget, Packet Error Rate) for a QoS Flow where the **Notification Control** feature is enabled. This occurs in two specific scenarios:
*   **QoS Targets No Longer Reachable:** When the M-NG-RAN node determines it can no longer maintain the Guaranteed Flow Bit Rate (GFBR) or QoS targets for the flow.
*   **QoS Targets Reachable Again:** When the M-NG-RAN node determines it can once again fulfill the GFBR or QoS targets for a flow that was previously reported as unable to meet them.

### 2. Triggers over the Xn Interface (to the S-NG-RAN node)
In Multi-RAT Dual Connectivity (MR-DC) scenarios, the M-NG-RAN node must keep the S-NG-RAN node informed regarding Secondary Node (SN)-terminated bearers. The M-NG-RAN node triggers this indication to the S-NG-RAN node under the following conditions:
*   **Resource Status Changes:** When the resources for SN-terminated bearers can no longer fulfill the GFBR requirements, or conversely, when the GFBR can be fulfilled again.
*   **Offloaded QoS Flows:** When the AMF requests notification control (e.g., via an `INITIAL CONTEXT SETUP REQUEST` or `UE CONTEXT MODIFICATION REQUEST`), and the M-NG-RAN node identifies that the relevant QoS Flow is mapped to resources managed by the S-NG-RAN node. The M-NG-RAN node must forward this request so the S-NG-RAN node can monitor the conditions and report back via a `NOTIFICATION CONTROL REPORT`.

### Context and Purpose
This procedure applies to QoS Flows where the QoS Profile includes the Notification Control parameter set to ""Enabled."" It is primarily used for delay-critical Guaranteed Bit Rate (GBR) flows and Background Data Transfer (BDT). By notifying the core network or the secondary node about congestion status and resource availability changes, the network can adjust charging policies, modify the QoS session, or manage signaling loads effectively."
telecom-0305,telecom,What enhancements are being considered for SRS configurations in relation to positioning for UEs in RRC_INACTIVE state?,False,,train,3gpp_5g_nr_qa_adaption,washington+adaption,v4-telecom-domain,"In the context of 3GPP 5G NR (specifically Releases 17 and 18), significant enhancements are being standardized to support Sounding Reference Signal (SRS) configurations for positioning UEs in the **RRC_INACTIVE** state. Traditionally, uplink positioning methods (like UL-TDOA or Multi-RTT) required a UE to be in the `RRC_CONNECTED` state. Enabling positioning in `RRC_INACTIVE` reduces power consumption, minimizes signaling overhead, and decreases latency for use cases like IoT tracking, emergency services, and Industrial IoT applications.

The key enhancements being considered and implemented include:

### 1. Pre-configuration of SRS Resources
To avoid the latency of a full RRC connection setup, the network pre-configures SRS resources while the UE is still in the CONNECTED state, before it transitions to INACTIVE.
*   **Mechanism:** The gNB includes specific SRS positioning configuration parameters (e.g., `posSRS-Config` or `SRS-PosResourceSet`) within the **`RRCRelease` message** (specifically inside the `suspendConfig`).
*   **Content:** This configuration includes time/frequency resources, periodicity, comb patterns, bandwidth, and sequence IDs required for the UE to generate and transmit the SRS autonomously.

### 2. Validity Area Management
To prevent interference and manage resources efficiently, the pre-configured SRS transmission is restricted to a specific geographical area.
*   **RAN Notification Area (RNA):** The SRS configuration is typically valid only while the UE remains within its configured RNA. 
*   **Behavior Outside RNA:** If the UE performs cell reselection and moves outside this validity area, it must stop transmitting the pre-configured SRS. To resume positioning, the UE typically needs to perform an RRC Resume procedure to update its configuration.

### 3. Transmission Scheme (Periodic SRS)
Because a UE in `RRC_INACTIVE` does not continuously monitor the Physical Downlink Control Channel (PDCCH) for dynamic scheduling grants (DCI), dynamic triggering is not feasible.
*   **Periodic Transmission:** Enhancements focus exclusively on **Periodic SRS**. The UE transmits the SRS automatically based on the pre-configured periodicity and offset.
*   **No Aperiodic/Semi-Persistent:** Aperiodic SRS (triggered by DCI) and Semi-Persistent SRS (activated by MAC-CE or DCI) are generally not supported in `RRC_INACTIVE` because they require active control channel monitoring that contradicts the Inactive state's power-saving design.

### 4. Open-Loop Power Control
In `RRC_CONNECTED`, the network fine-tunes UE transmit power using closed-loop TPC (Transmit Power Control) commands via DCI. In `RRC_INACTIVE`, this feedback loop is broken.
*   **Pathloss Estimation:** The UE must determine its transmit power using **Open-Loop Power Control**. The configuration includes parameters allowing the UE to estimate pathloss based on downlink reference signals (typically SSB or CSI-RS) that are quasi-collocated with the SRS resources.
*   **Target Power Parameters:** The `RRCRelease` configuration includes target received power levels ($P_0$) and pathloss compensation factors ($\alpha$) specifically tuned for positioning SRS to ensure the signal reaches multiple gNBs without causing excessive interference.

### 5. Security and Sequence Generation
To prevent spoofing and ensure network integrity, the SRS sequence generation must be secured even without an active RRC connection.
*   **Context Retention:** The Last Serving gNB and the UE retain the security context from the previous `RRC_CONNECTED` state. The SRS sequence generation is tied to security parameters available in the Inactive state, often utilizing a specific **`SRS-PosScramblingId`** or keys derived from the stored context.
*   **Privacy:** These enhancements ensure that the SRS transmission cannot be easily spoofed and does not allow unauthorized tracking of the UE by third parties.

### 6. Resource Collision Handling and Network Coordination
The network must manage potential collisions between SRS transmissions and other `RRC_INACTIVE` procedures, as well as coordinate multi-TRP measurements.
*   **Procedure Prioritization:** If the UE initiates Small Data Transmission (SDT) or a RAN Notification Area Update (RNAU) while in the Inactive state, rules are applied to prioritize SDT/RNAU resources over Positioning SRS, or to temporarily suspend SRS transmission.
*   **Context Retrieval:** For UL-TDOA to work, multiple base stations (TRPs) must receive the SRS. When a neighboring gNB detects the SRS from an Inactive UE, it must associate that signal with the correct UE context. This requires coordination between the Last Serving gNB (which holds the context) and observing gNBs via the Xn interface, allowing the Location Management Function (LMF) to request measurements without forcing a state transition.

### Summary of Benefits
By enabling ""Positioning in RRC_INACTIVE,"" these enhancements allow rapid location updates without the high power cost of transitioning to `RRC_CONNECTED`. This is critical for low-power, massive IoT devices, and commercial applications that require frequent, high-accuracy tracking without sacrificing battery life."
