example_id,domain_label,text,is_boundary_example,cross_domain_hint,split,source,contributor,added_for_version
brick3-1989,education,How are exam registration fees set at a TVET college?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1990,education,Can I sit KCSE as a private candidate without a valid passport?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1991,education,How are library levies set at KUCCPS?,False,,test,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1992,medicine,How do I manage hepatotoxicity caused by statins?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1993,medicine,How do I manage nephrotoxicity caused by warfarin?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1994,medicine,How does pharmacogenomic CYP2C19 testing influence therapeutic outcomes in clinical toxicology?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1995,medicine,How do I manage hepatotoxicity caused by chemotherapy agents?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1996,medicine,What is the first-line treatment for status epilepticus in intensive care adults?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1997,medicine,What is the first-line treatment for neutropenic fever in elderly patients with renal impairment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1998,medicine,What are the diagnostic criteria for major depressive disorder according to GOLD COPD guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-1999,medicine,How do I manage thromboembolism caused by ACE inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2000,medicine,What is the first-line treatment for diabetic ketoacidosis in immunocompromised patients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2001,medicine,What dosage adjustment of digoxin is required for patients with Child-Pugh class C hepatic cirrhosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2002,medicine,What is the first-line treatment for septic shock in pediatric patients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2003,medicine,What are the side effects of combining fluoxetine with theophylline?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2004,medicine,What are the diagnostic criteria for major depressive disorder according to AHA cardiology guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2005,medicine,What is the first-line treatment for severe pre-eclampsia in intensive care adults?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2006,medicine,Explain the mechanism of action of GLP-1 receptor agonists in coronary microvascular circulation.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2007,medicine,How is fractional excretion of sodium (FENa) interpreted in evaluating multiple sclerosis relapse?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2008,medicine,What are the diagnostic criteria for heart failure with preserved ejection fraction according to WHO HIV treatment protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2009,medicine,Explain the mechanism of action of monoclonal antibody checkpoint inhibitors in coronary microvascular circulation.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2010,medicine,Explain the mechanism of action of GLP-1 receptor agonists in renal tubular transport.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2011,medicine,What is the recommended prophylaxis strategy for venous thromboembolism in telemedicine remote consultations?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2012,medicine,How do I manage thromboembolism caused by SSRI antidepressants?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2013,medicine,What is the first-line treatment for neutropenic fever in pregnant women?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2014,medicine,How is high-sensitivity cardiac troponin interpreted in evaluating multiple sclerosis relapse?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2015,medicine,Explain the mechanism of action of proton pump inhibitors in the cardiovascular system.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2016,medicine,What dosage adjustment of digoxin is required for patients with end-stage renal disease on hemodialysis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2017,medicine,What is the first-line treatment for neutropenic fever in intensive care adults?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2018,medicine,What dosage adjustment of digoxin is required for patients with acute tubular necrosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2019,medicine,What dosage adjustment of gentamicin is required for patients with acute tubular necrosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2020,medicine,Explain the mechanism of action of calcineurin inhibitors in the central nervous system.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2021,medicine,How are gene therapy vectors tailored using adeno-associated viral (AAV) capsids?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-2022,medicine,What are the diagnostic criteria for idiopathic pulmonary fibrosis according to WHO HIV treatment protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2023,medicine,What dosage adjustment of enoxaparin is required for patients with Child-Pugh class C hepatic cirrhosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2024,medicine,What dosage adjustment of methotrexate is required for patients with end-stage renal disease on hemodialysis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2025,medicine,How do I manage nephrotoxicity caused by biologic immune modulators?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2026,medicine,How do I manage rhabdomyolysis caused by calcineurin inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2027,medicine,How does EGFR exon 19 deletion testing guide targeted therapy for prostate adenocarcinoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2028,medicine,What is the recommended prophylaxis strategy for contrast-induced nephropathy in trauma intensive care units?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2029,medicine,How does HER2 neu amplification testing guide targeted therapy for prostate adenocarcinoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2030,medicine,How does pharmacogenomic CYP2C19 testing influence therapeutic outcomes in neuro-oncology?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2031,medicine,How does HER2 neu amplification testing guide targeted therapy for non-small cell lung carcinoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2032,medicine,How do I manage thromboembolism caused by warfarin?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2033,medicine,How do I manage nephrotoxicity caused by ACE inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2034,medicine,What are the side effects of combining spironolactone with theophylline?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2035,medicine,What are the diagnostic criteria for major depressive disorder according to NCCN clinical protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2036,medicine,What are the diagnostic criteria for systemic lupus erythematosus according to ACR guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2037,medicine,Explain the mechanism of action of monoclonal antibody checkpoint inhibitors in renal tubular transport.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2038,medicine,How does BRCA1 germline mutation testing guide targeted therapy for non-small cell lung carcinoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2039,medicine,Explain the mechanism of action of beta-blockers in renal tubular transport.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2040,medicine,What are the side effects of combining fluoxetine with lisinopril?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2041,medicine,How is procalcitonin levels interpreted in evaluating prerenal azotemia?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2042,medicine,How does BRCA1 germline mutation testing guide targeted therapy for triple-negative breast cancer?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2043,medicine,Explain the mechanism of action of calcineurin inhibitors in coronary microvascular circulation.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2044,medicine,How do I manage QT prolongation caused by chemotherapy agents?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2045,medicine,How does troponin I levels testing guide targeted therapy for prostate adenocarcinoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2046,medicine,What is the first-line treatment for acute pulmonary edema in intensive care adults?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2047,medicine,What is the recommended prophylaxis strategy for opportunistic fungal infections in telemedicine remote consultations?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2048,medicine,How do I manage agranulocytosis caused by chemotherapy agents?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2049,medicine,What is the recommended prophylaxis strategy for opportunistic fungal infections in pediatric emergency departments?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2050,medicine,What dosage adjustment of metformin is required for patients with acute tubular necrosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2051,medicine,What dosage adjustment of metformin is required for patients with end-stage renal disease on hemodialysis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2052,medicine,What are the diagnostic criteria for systemic lupus erythematosus according to GOLD COPD guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2053,medicine,Explain the mechanism of action of calcineurin inhibitors in renal tubular transport.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2054,medicine,How do I manage hepatotoxicity caused by SSRI antidepressants?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2055,medicine,How do I manage hepatotoxicity caused by warfarin?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2056,medicine,What are the side effects of combining clopidogrel with theophylline?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2057,medicine,How do I manage agranulocytosis caused by calcineurin inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2058,medicine,What is the first-line treatment for acute pulmonary edema in elderly patients with renal impairment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2059,medicine,What dosage adjustment of metformin is required for patients with stage 4 chronic kidney disease?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2060,medicine,How is high-sensitivity cardiac troponin interpreted in evaluating acute coronary syndrome?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2061,medicine,How do I manage agranulocytosis caused by aminoglycoside antibiotics?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2062,medicine,How does BRAF V600E mutation testing guide targeted therapy for multiple myeloma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2063,medicine,What is the recommended prophylaxis strategy for venous thromboembolism in trauma intensive care units?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2064,medicine,What are the side effects of combining rifampin with lisinopril?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2065,medicine,What dosage adjustment of vancomycin is required for patients with end-stage renal disease on hemodialysis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2066,medicine,What is the first-line treatment for acute STEMI in post-operative organ transplant recipients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2067,medicine,How does BRCA1 germline mutation testing guide targeted therapy for cutaneous melanoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2068,medicine,How is fractional excretion of sodium (FENa) interpreted in evaluating bacterial meningitis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2069,medicine,How do I manage QT prolongation caused by ACE inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2070,medicine,How do I manage thromboembolism caused by biologic immune modulators?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2071,medicine,What is the first-line treatment for status epilepticus in post-operative organ transplant recipients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2072,medicine,How do I manage thromboembolism caused by aminoglycoside antibiotics?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2073,medicine,What is the first-line treatment for status epilepticus in immunocompromised patients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2074,medicine,How does liquid biopsy genomic sequencing influence therapeutic outcomes in neuro-oncology?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2075,medicine,How do I manage hepatotoxicity caused by aminoglycoside antibiotics?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2076,medicine,What are the side effects of combining ciprofloxacin with theophylline?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2077,medicine,How does PD-L1 expression testing guide targeted therapy for cutaneous melanoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2078,medicine,How do I manage QT prolongation caused by calcineurin inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2079,medicine,Explain the mechanism of action of SGLT2 inhibitors in the central nervous system.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2080,medicine,How do I manage anaphylaxis caused by biologic immune modulators?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2081,medicine,What is the recommended prophylaxis strategy for post-operative surgical site infections in telemedicine remote consultations?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2082,medicine,What is the first-line treatment for diabetic ketoacidosis in elderly patients with renal impairment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2083,medicine,What is the first-line treatment for acute STEMI in pediatric patients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2084,medicine,What is the first-line treatment for acute STEMI in pregnant women?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2085,medicine,How does BRAF V600E mutation testing guide targeted therapy for triple-negative breast cancer?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2086,medicine,What are the dosage adjustments required for renal impairment when prescribing aminoglycosides?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-2087,medicine,How do I manage agranulocytosis caused by warfarin?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2088,medicine,Explain the mechanism of action of SGLT2 inhibitors in renal tubular transport.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2089,medicine,What are the side effects of combining fluoxetine with aspirin?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2090,medicine,How is d-dimer plasma assay interpreted in evaluating multiple sclerosis relapse?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2091,medicine,What HL7 FHIR resources represent patient diagnostic reports and clinical observations?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-2092,medicine,What is the recommended prophylaxis strategy for venous thromboembolism in pediatric emergency departments?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2093,medicine,How is fractional excretion of sodium (FENa) interpreted in evaluating acute coronary syndrome?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2094,medicine,What are the diagnostic criteria for tuberculosis according to NCCN clinical protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2095,medicine,What are the side effects of combining amiodarone with selegiline?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2096,medicine,How does PD-L1 expression testing guide targeted therapy for metastatic colorectal cancer?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2097,medicine,Explain the mechanism of action of GLP-1 receptor agonists in tumor microenvironments.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2098,medicine,What are the side effects of combining rifampin with theophylline?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2099,medicine,What dosage adjustment of vancomycin is required for patients with Child-Pugh class C hepatic cirrhosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2100,medicine,How do I manage rhabdomyolysis caused by aminoglycoside antibiotics?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2101,medicine,What is the first-line treatment for status epilepticus in pregnant women?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2102,medicine,What are the diagnostic criteria for tuberculosis according to WHO HIV treatment protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2103,medicine,What are the diagnostic criteria for idiopathic pulmonary fibrosis according to NCCN clinical protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2104,medicine,What are the diagnostic criteria for type 2 diabetes according to WHO HIV treatment protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2105,medicine,What is the first-line treatment for diabetic ketoacidosis in pediatric patients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2106,medicine,Explain the mechanism of action of proton pump inhibitors in renal tubular transport.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2107,medicine,Explain the mechanism of action of beta-blockers in tumor microenvironments.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2108,medicine,What are the side effects of combining spironolactone with lisinopril?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2109,medicine,Explain the mechanism of action of monoclonal antibody checkpoint inhibitors in hepatic cytochrome P450 pathways.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2110,medicine,What are the diagnostic criteria for major depressive disorder according to ACR guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2111,medicine,What are the ethical considerations around informed consent in unconscious emergency patients?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-2112,medicine,Explain the mechanism of action of SGLT2 inhibitors in coronary microvascular circulation.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2113,medicine,How do I manage anaphylaxis caused by calcineurin inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2114,medicine,Explain the mechanism of action of proton pump inhibitors in hepatic cytochrome P450 pathways.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2115,medicine,How do I manage rhabdomyolysis caused by statins?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2116,medicine,How is cerebrospinal fluid oligoclonal bands interpreted in evaluating bacterial meningitis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2117,medicine,What dosage adjustment of gentamicin is required for patients with end-stage renal disease on hemodialysis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2118,medicine,How does troponin I levels testing guide targeted therapy for cutaneous melanoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2119,medicine,What biomarkers are evaluated for targeted HER2-positive breast cancer therapy?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-2120,medicine,What dosage adjustment of vancomycin is required for patients with stage 4 chronic kidney disease?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2121,medicine,What are the side effects of combining clopidogrel with simvastatin?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2122,medicine,What is the first-line treatment for neutropenic fever in post-operative organ transplant recipients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2123,medicine,What are the side effects of combining amiodarone with lisinopril?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2124,medicine,What is the first-line treatment for hypertensive emergency in intensive care adults?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2125,medicine,What is the first-line treatment for hypertensive emergency in pediatric patients?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2126,medicine,What dosage adjustment of digoxin is required for patients with stage 4 chronic kidney disease?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2127,medicine,What dosage adjustment of carboplatin is required for patients with acute tubular necrosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2128,medicine,What are the diagnostic criteria for idiopathic pulmonary fibrosis according to ACR guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2129,medicine,What are the diagnostic criteria for idiopathic pulmonary fibrosis according to GOLD COPD guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2130,medicine,How do I manage nephrotoxicity caused by chemotherapy agents?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2131,medicine,What are the side effects of combining amiodarone with theophylline?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2132,medicine,How do I manage QT prolongation caused by statins?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2133,medicine,How do I manage hepatotoxicity caused by ACE inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2134,medicine,What are the diagnostic criteria for major depressive disorder according to WHO HIV treatment protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2135,medicine,How does chimeric antigen receptor (CAR) T-cell therapy influence therapeutic outcomes in clinical toxicology?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2136,medicine,What are the diagnostic criteria for systemic lupus erythematosus according to KDIGO nephrology standards?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2137,medicine,How do I manage peripheral neuropathy caused by ACE inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2138,medicine,How do I manage peripheral neuropathy caused by warfarin?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2139,medicine,What are the diagnostic criteria for type 2 diabetes according to NCCN clinical protocols?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2140,medicine,How does liquid biopsy genomic sequencing influence therapeutic outcomes in clinical toxicology?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2141,medicine,What dosage adjustment of enoxaparin is required for patients with congestive heart failure?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2142,medicine,What are the side effects of combining ciprofloxacin with selegiline?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2143,medicine,How is d-dimer plasma assay interpreted in evaluating prerenal azotemia?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2144,medicine,What is the first-line treatment for septic shock in intensive care adults?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2145,medicine,What dosage adjustment of methotrexate is required for patients with congestive heart failure?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2146,medicine,How do I interpret ST-segment elevation on a 12-lead ECG lead bundle?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-2147,medicine,What is the recommended prophylaxis strategy for contrast-induced nephropathy in pediatric emergency departments?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2148,medicine,What cardiac troponin I cutoff levels indicate myocardial injury in emergency triage?,False,,train,hand_written,washington,v3-moat-brick-3-6domain-psychology
brick3-2149,medicine,How do I manage rhabdomyolysis caused by chemotherapy agents?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2150,medicine,What is the first-line treatment for severe pre-eclampsia in elderly patients with renal impairment?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2151,medicine,What are the diagnostic criteria for rheumatoid arthritis according to AHA cardiology guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2152,medicine,Explain the mechanism of action of monoclonal antibody checkpoint inhibitors in the central nervous system.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2153,medicine,Explain the mechanism of action of calcineurin inhibitors in the cardiovascular system.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2154,medicine,What are the diagnostic criteria for type 2 diabetes according to ACR guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2155,medicine,What are the diagnostic criteria for heart failure with preserved ejection fraction according to ACR guidelines?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2156,medicine,How does PD-L1 expression testing guide targeted therapy for triple-negative breast cancer?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2157,medicine,How does BRCA1 germline mutation testing guide targeted therapy for multiple myeloma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2158,medicine,Explain the mechanism of action of beta-blockers in the central nervous system.,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2159,medicine,How does pharmacogenomic CYP2C19 testing influence therapeutic outcomes in maternal-fetal medicine?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2160,medicine,How is procalcitonin levels interpreted in evaluating deep vein thrombosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2161,medicine,What is the recommended prophylaxis strategy for venous thromboembolism in outpatient oncology clinics?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2162,medicine,How is d-dimer plasma assay interpreted in evaluating bacterial meningitis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2163,medicine,What dosage adjustment of enoxaparin is required for patients with acute tubular necrosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2164,medicine,How do I manage nephrotoxicity caused by calcineurin inhibitors?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2165,medicine,What dosage adjustment of vancomycin is required for patients with acute tubular necrosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2166,medicine,How is procalcitonin levels interpreted in evaluating multiple sclerosis relapse?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2167,medicine,How does EGFR exon 19 deletion testing guide targeted therapy for multiple myeloma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2168,medicine,How does BRCA1 germline mutation testing guide targeted therapy for prostate adenocarcinoma?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2169,medicine,How is cerebrospinal fluid oligoclonal bands interpreted in evaluating deep vein thrombosis?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2170,medicine,How does EGFR exon 19 deletion testing guide targeted therapy for metastatic colorectal cancer?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
brick3-2171,medicine,How do I manage rhabdomyolysis caused by biologic immune modulators?,False,,train,systematic_generation,washington,v3-moat-brick-3-6domain-psychology
