example_id,domain_label,text,is_boundary_example,cross_domain_hint,split,source,contributor,added_for_version
brick2-0511,education,How do I register at a national polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0512,education,What subjects do I need in KCSE to study computer science?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0513,education,What is the requirement for a teaching course?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0514,education,What is the deadline for sitting KCSE as a private candidate at the University of Nairobi?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0515,education,How do I apply for a HELB loan as a first-year university student?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0516,education,How do I apply for re-admission at a county polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0517,education,What subjects are required for university entry?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0518,education,Can I repeat a year without a bank account?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0519,education,What grades do I need for a bridging course?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0520,education,How are library levies set at a county polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0521,education,How does the school capitation formula work?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0522,education,How do I register at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0523,education,What fees apply for an international curriculum?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0524,education,What is the credit transfer for engineering?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0525,education,How do I appeal my placement at a national polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0526,education,What is the documentation for a teaching course?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0527,education,Can I apply for a bursary without sponsor approval?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0528,education,How does the competency-based curriculum grade junior school students?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0529,education,What grade requirements apply for a diploma?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0530,education,What is the deadline for sitting KCSE as a private candidate at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0531,education,How are library levies set at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0532,education,What documents do I need to register for TVET under the new funding model?,False,,train,hand_written,washington,v2-moat-brick-3
brick2-0533,education,How do I apply at a national polytechnic?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0534,education,How does school re-admission policy work?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0535,education,What is the grade aggregation for an aviation course?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0536,education,What is the deadline for applying for a bursary at a teachers college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0537,education,Can I sit KCSE as a private candidate without a medical certificate?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0538,education,What is the deadline for applying for a bursary at a TVET college?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0539,education,What is the deadline for a teaching course?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0540,education,How does the CBC grading system work?,False,,train,systematic_generation,washington,v2-moat-brick-3
brick2-0541,education,How does the 8-4-4 to CBC transition work?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0542,education,How does the new funding model work?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0543,education,What documents are needed for a diploma?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0544,education,What is the credit transfer for medicine?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0545,education,How do I transfer from one university to another mid-degree?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0546,education,Can I get a fee waiver without a guarantor?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0547,education,Can I apply for a bursary without a birth certificate?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0548,education,How does the KUCCPS placement process work for TVET colleges?,False,,calibration,hand_written,washington,v2-moat-brick-3
brick2-0549,education,Can I join a university mid-year without a medical certificate?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0550,education,What results are recognized for KCSE?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0551,education,How are school fees set at KUCCPS?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0552,education,Can I change my course without a KCSE certificate?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0553,education,What is the grade aggregation for engineering?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0554,education,How are school fees set at a county polytechnic?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0555,education,What is the deadline for applying for a bursary at a county polytechnic?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0556,education,What is the documentation for engineering?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0557,education,Can I apply for a bursary without a medical certificate?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0558,education,How are exam registration fees set at a TVET college?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0559,education,How do I apply at the University of Nairobi?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0560,education,What fees apply for a bridging course?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0561,education,What subjects are required for junior school?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0562,education,What is the credit transfer for a teaching course?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0563,education,What is the documentation for computer science?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0564,education,What is the deadline for repeating a year at the University of Nairobi?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0565,education,Can I join a university mid-year without a guarantor?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0566,education,What is the deadline for registering for exams at a teachers college?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0567,education,How do I apply for re-admission at a teachers college?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0568,education,How do I register at a teachers college?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0569,education,Can I sit KCSE as a private candidate without a bank account?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0570,education,What is the credit transfer for a law degree?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0571,education,What subjects are required for a diploma?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0572,education,What grade requirements apply for an international curriculum?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0573,education,How do I apply at a county polytechnic?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0574,education,How do I apply for re-admission at the University of Nairobi?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0575,education,Can I change my course without a guarantor?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0576,education,How are hostel charges set at a teachers college?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0577,education,What is the deadline for changing my course at a national polytechnic?,False,,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0578,education,How are library levies set at KUCCPS?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0579,education,What fees apply for KCSE?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0580,education,What is the deadline for repeating a year at a TVET college?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0581,education,What is the deadline for sitting KCSE as a private candidate at a teachers college?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0582,education,Can I sit KCSE as a private candidate without a birth certificate?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0583,education,How do I transfer at a teachers college?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0584,education,What is the deadline for a law degree?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0585,education,What is the deadline for an aviation course?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0586,education,What results are recognized for an international curriculum?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0587,education,What is the documentation for a law degree?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0588,education,How does boarding requirements work?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0589,education,What is the cut-off for an aviation course?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0590,education,What is the credit transfer for computer science?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0591,education,Can I join a university mid-year without a bank account?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0592,education,How do I transfer at a national polytechnic?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0593,education,What is the cut-off for medicine?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0594,education,How do I defer admission at the University of Nairobi?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0595,education,How do I apply at a TVET college?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0596,education,How are library levies set at the University of Nairobi?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0597,education,How are library levies set at a national polytechnic?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0598,education,What grades do I need for KCSE?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0599,education,What is the documentation for an aviation course?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0600,education,Can I apply for a bursary without a KCSE certificate?,False,,test,systematic_generation,washington,v2-moat-brick-3
brick2-0601,boundary,How do I make an AI moderation system comply with the Data Protection Act?,True,law+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0602,boundary,Is it legal for a lender to repossess collateral when the borrower is declared bankrupt?,True,finance+law,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0603,boundary,How do I build a statement parser that handles multiple Kenyan bank formats?,True,finance+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0604,boundary,Is it legal for a digital lender to deduct directly from a borrower's salary?,True,finance+law,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0605,boundary,What happens to an M-Pesa account when the owner dies intestate?,True,finance+law,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0606,boundary,What does the Basic Education Act say about student discipline?,True,law+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0607,boundary,What license applies if I reuse court judgment text in a legal research app?,True,law+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0608,boundary,How do I handle Airtel Money callbacks in a school receipt system without double-debiting parents?,True,finance+code+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0609,boundary,Are a degree certificate released when there is an outstanding levy at a university?,True,finance+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0610,boundary,How do I build an anti-fraud check for a mobile lending API to comply with CBK limits?,True,finance+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0611,boundary,Does the Data Protection Act apply to disciplinary files held by KUCCPS?,True,law+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0612,boundary,Can a SACCO official be held liable for a lost card on behalf of their client?,True,finance+law,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0613,boundary,What is the interest rate on a private student loan compared to a chama contribution?,True,finance+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0614,boundary,How do I scrape KUCCPS results legally for my study tool?,True,code+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0615,boundary,What fields can a Kenyan edtech app legally collect from minors?,True,law+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0616,boundary,How do I pay back my HELB loan if I drop out of university?,True,finance+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0617,boundary,What fields should my loan application validate before debiting a SACCO account?,True,finance+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0618,boundary,How do I implement an opt-out flow for a kiosk system to comply with the Data Protection Act?,True,law+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0619,boundary,What happens to my school fees if my card payment fails at a private school?,True,finance+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0620,boundary,What data can a Kenyan fintech legally store about its users?,True,law+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0621,boundary,What does a fintech API need to log to satisfy tax requirements and NSE listing rules?,True,finance+law+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0622,boundary,How do I build a bursary portal that syncs special-needs assessments offline for rural schools?,True,code+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0623,boundary,What legal recourse do I have if a private school revokes my admission letter?,True,law+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0624,boundary,Can a digital lender blacklist a borrower who disputes the debt?,True,finance+law,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0625,boundary,Are HELB loan defaults reported to credit reference bureaus?,True,finance+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0626,boundary,How do I implement a checkout flow that handles M-Pesa callbacks idempotently?,True,finance+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0627,boundary,What happens to my M-Pesa float if my agent business is shut down?,True,finance+law,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0628,boundary,How do I reconcile escrow balances with an Kafka ledger in my fintech backend?,True,finance+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0629,boundary,What are my rights if a TVET college expels me without a hearing?,True,law+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0630,boundary,How do I secure disciplinary files in an LMS with end-to-end encryption?,True,code+education,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0631,boundary,How do I build a remittance platform that issues loan statements and archives audit trails for audit?,True,finance+law+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0632,boundary,Can I legally scrape price listings for my research tool under Kenyan law?,True,law+code,calibration,systematic_generation,washington,v2-moat-brick-3
brick2-0633,boundary,What happens to a land title in a insolvency under Kenyan succession law?,True,finance+law,test,systematic_generation,washington,v2-moat-brick-3
brick2-0634,boundary,How do I implement a secure student-record system with role-based access?,True,code+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0635,boundary,Can I get a mobile loan for first year if I have no guarantor?,True,finance+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0636,boundary,What are the tax obligations for a business receiving more than 500 transactions via PesaLink per month?,True,finance+law,test,systematic_generation,washington,v2-moat-brick-3
brick2-0637,boundary,Can a school withhold transcripts over an unpaid levy under Kenyan law?,True,law+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0638,boundary,How do I apply for a university scholarship when my parents earn irregular income?,True,finance+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0639,boundary,How do I store consent records with tamper-evident timestamps?,True,law+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0640,boundary,How do I build a school finance system that issues digital receipts and stores statutory records for HELB audits?,True,finance+law+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0641,boundary,How do I avoid floating-point errors converting KES to cents?,True,finance+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0642,boundary,Is it legal to charge interest on a loan given to a minor?,True,finance+law,test,systematic_generation,washington,v2-moat-brick-3
brick2-0643,boundary,Can a school expel a student for unpaid fees under Kenyan law?,True,law+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0644,boundary,What does a bursary portal need to log to satisfy data protection audits and university statutes?,True,finance+law+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0645,boundary,How do I build a KCSE results checker against a public API?,True,code+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0646,boundary,What happens to my bursary if I transfer to a private university?,True,finance+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0647,boundary,How do I build a right-to-erasure endpoint under the Data Protection Act?,True,law+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0648,boundary,"What legal documents do I need to transfer KES 100,000 through an agent as a foreign national?",True,finance+law,test,systematic_generation,washington,v2-moat-brick-3
brick2-0649,boundary,What is the tax treatment of SACCO dividends in Kenya?,True,finance+law,test,systematic_generation,washington,v2-moat-brick-3
brick2-0650,boundary,What should a government project's license say about liability?,True,law+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0651,boundary,How do I log consent events in a system that must satisfy data protection law?,True,law+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0652,boundary,What is the right way to delete biometric data from a production database under the Access to Information Act?,True,law+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0653,boundary,Who owns the money in a joint bank account when one holder dies?,True,finance+law,test,systematic_generation,washington,v2-moat-brick-3
brick2-0654,boundary,How do I implement a timetable generator for an exam portal used by offline students?,True,code+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0655,boundary,Can a university withhold my certificate for unpaid fees?,True,finance+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0656,boundary,What is the safest way to store account balances for a backend service handling mobile money payments?,True,finance+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0657,boundary,How do I handle M-Pesa timeout callbacks without double-debiting customers?,True,finance+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0658,boundary,Is it legal for KUCCPS to charge school fees increases mid-year?,True,law+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0659,boundary,How do I build a invoice generator that reminds parents about accommodation fees via SMS?,True,code+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0660,boundary,"How do I design an LMS that handles 10,000 concurrent students?",True,code+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0661,boundary,Can the government regulate fees charged by private universities?,True,law+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0662,boundary,How do I implement FX rate caching for a remittance app?,True,finance+code,test,systematic_generation,washington,v2-moat-brick-3
brick2-0663,boundary,Is it legal for a private college to keep my transcripts for an unpaid balance?,True,law+education,test,systematic_generation,washington,v2-moat-brick-3
brick2-0664,boundary,How does the new university funding model calculate my loan eligibility?,True,finance+education,test,systematic_generation,washington,v2-moat-brick-3
